Name,Age,Gender,Country,State,City,Parent_Occupation,Earning_Class,Level_Student,Level_Course,Course_Name,Time_Per_Day,Material_Level,IQ,Assessment_Score,Promotion_Status
Student_465,8,Male,Australia,Western Australia,Perth,Artist,Middle,Elementary,Advanced,Music,193,Easy,81,72,Yes
Student_466,17,Female,Canada,Alberta,Calgary,Doctor,Middle,High School,Intermediate,Literature,48,Hard,79,51,Yes
Student_467,15,Other,India,Tamil Nadu,Coimbatore,Doctor,High,High School,Advanced,Math,182,Medium,101,75,Yes
Student_468,12,Male,USA,Texas,Houston,Admin,Middle,Middle School,Intermediate,Music,162,Medium,114,69,Yes
Student_469,15,Female,USA,Illinois,Chicago,Unemployed,Middle,High School,Intermediate,Literature,79,Easy,130,92,Yes
Student_470,10,Other,USA,Illinois,Chicago,Teacher,Low,Elementary,Intermediate,Literature,114,Medium,108,88,Yes
Student_471,15,Male,Australia,NSW,Sydney,Doctor,High,High School,Intermediate,Computer Science,61,Easy,123,83,Yes
Student_472,10,Female,Australia,Western Australia,Perth,Other,Low,Elementary,Advanced,History,62,Hard,81,56,Yes
Student_473,12,Female,India,Uttar Pradesh,Lucknow,Unemployed,Middle,Middle School,Advanced,Art,227,Hard,132,88,Yes
Student_474,14,Female,Canada,Ontario,Ottawa,Other,Middle,Middle School,Intermediate,History,93,Medium,72,67,Yes
Student_475,17,Female,India,Maharashtra,Nagpur,Admin,Middle,High School,Intermediate,History,196,Easy,92,75,Yes
Student_476,10,Female,UK,Northern Ireland,Belfast,Artist,Low,Elementary,Advanced,Computer Science,211,Hard,108,73,Yes
Student_477,6,Female,USA,Illinois,Chicago,Service Worker,High,Elementary,Intermediate,Literature,179,Medium,75,62,Yes
Student_478,15,Female,USA,Texas,Houston,Service Worker,Low,High School,Intermediate,Literature,83,Easy,86,71,Yes
Student_479,15,Female,USA,Florida,Orlando,Engineer,Middle,High School,Intermediate,Math,21,Medium,83,63,Yes
Student_480,6,Female,India,Uttar Pradesh,Lucknow,Business Owner,Low,Elementary,Beginner,Computer Science,171,Hard,95,61,Yes
Student_481,7,Female,India,Maharashtra,Mumbai,Admin,Low,Elementary,Intermediate,Math,234,Easy,121,79,Yes
Student_482,11,Male,USA,Texas,Austin,Teacher,Middle,Middle School,Beginner,Computer Science,85,Easy,100,64,Yes
Student_483,14,Male,India,Delhi,Delhi,Admin,Middle,Middle School,Intermediate,Math,185,Hard,93,70,Yes
Student_484,13,Male,Australia,Victoria,Melbourne,Service Worker,Low,Middle School,Advanced,Science,50,Easy,70,63,Yes
Student_485,10,Male,Australia,NSW,Sydney,Other,Low,Elementary,Beginner,Music,134,Easy,107,78,Yes
Student_486,6,Male,India,Tamil Nadu,Coimbatore,Engineer,Middle,Elementary,Beginner,History,45,Medium,111,74,Yes
Student_487,12,Female,USA,Texas,Dallas,Teacher,Middle,Middle School,Intermediate,History,48,Hard,74,47,No
Student_488,10,Male,India,Karnataka,Bangalore,Service Worker,Middle,Elementary,Intermediate,Art,214,Medium,98,67,Yes
Student_489,11,Female,India,Maharashtra,Pune,Teacher,Low,Middle School,Beginner,Music,97,Hard,102,67,Yes
Student_490,12,Male,India,Uttar Pradesh,Kanpur,Admin,Middle,Middle School,Advanced,Literature,44,Medium,114,58,Yes
Student_491,8,Female,UK,Scotland,Edinburgh,Admin,Low,Elementary,Advanced,Art,67,Easy,89,68,Yes
Student_492,17,Other,Australia,NSW,Sydney,Engineer,Low,High School,Intermediate,Science,84,Hard,86,80,Yes
Student_493,15,Male,Canada,Ontario,Toronto,Business Owner,Middle,High School,Advanced,Art,200,Medium,93,62,Yes
Student_494,8,Female,Canada,Quebec,Quebec City,Business Owner,Middle,Elementary,Advanced,History,86,Easy,119,77,Yes
Student_495,10,Male,UK,England,Birmingham,Doctor,Low,Elementary,Intermediate,Literature,109,Medium,115,58,Yes
Student_496,11,Female,India,Maharashtra,Nagpur,Other,Low,Middle School,Advanced,Science,165,Medium,99,71,Yes
Student_497,14,Male,UK,England,Manchester,Unemployed,Low,Middle School,Intermediate,History,156,Easy,115,98,Yes
Student_498,17,Female,UK,Northern Ireland,Belfast,Service Worker,Middle,High School,Beginner,Music,57,Easy,70,68,Yes
Student_499,10,Male,USA,Florida,Miami,Admin,High,Elementary,Intermediate,Math,106,Medium,111,69,Yes
Student_500,6,Female,Australia,Victoria,Melbourne,Business Owner,Low,Elementary,Beginner,Computer Science,168,Hard,83,81,Yes
Student_501,9,Female,Canada,Quebec,Quebec City,Other,Low,Elementary,Beginner,Science,84,Medium,126,63,Yes
Student_502,10,Male,India,Uttar Pradesh,Kanpur,Service Worker,Middle,Elementary,Advanced,Literature,168,Hard,84,67,Yes
Student_503,17,Male,Canada,British Columbia,Vancouver,Admin,High,High School,Advanced,Art,46,Easy,87,69,Yes
Student_504,15,Male,Canada,British Columbia,Vancouver,Unemployed,Middle,High School,Advanced,Music,125,Easy,108,77,Yes
Student_505,15,Male,Australia,Western Australia,Perth,Teacher,Low,High School,Intermediate,Art,142,Easy,109,86,Yes
Student_506,10,Female,Canada,Quebec,Quebec City,Unemployed,Low,Elementary,Advanced,Science,217,Easy,93,69,Yes
Student_507,12,Male,Canada,Ontario,Ottawa,Teacher,Middle,Middle School,Beginner,Music,63,Easy,105,77,Yes
Student_508,9,Male,UK,Scotland,Edinburgh,Doctor,Middle,Elementary,Advanced,Literature,119,Medium,107,75,Yes
Student_509,6,Male,Australia,Queensland,Brisbane,Doctor,Low,Elementary,Advanced,Science,47,Hard,105,57,Yes
Student_510,10,Female,USA,New York,Buffalo,Other,Middle,Elementary,Intermediate,Literature,192,Hard,93,83,Yes
Student_511,12,Male,India,Karnataka,Bangalore,Unemployed,Low,Middle School,Intermediate,Art,36,Easy,107,72,Yes
Student_512,15,Male,Canada,Quebec,Montreal,Admin,Middle,High School,Beginner,History,146,Hard,121,72,Yes
Student_513,15,Male,India,Delhi,Delhi,Admin,Low,High School,Intermediate,Music,142,Medium,81,58,Yes
Student_514,11,Male,USA,New York,New York City,Service Worker,Low,Middle School,Advanced,Math,187,Easy,87,74,Yes
Student_515,10,Female,India,Uttar Pradesh,Kanpur,Other,Middle,Elementary,Intermediate,History,150,Hard,100,86,Yes
Student_516,9,Male,USA,New York,New York City,Business Owner,Middle,Elementary,Beginner,Math,95,Medium,84,63,Yes
Student_517,7,Male,UK,Northern Ireland,Belfast,Artist,High,Elementary,Advanced,Art,223,Easy,72,77,Yes
Student_518,9,Female,Canada,Ontario,Toronto,Teacher,Middle,Elementary,Beginner,Music,213,Medium,116,88,Yes
Student_519,15,Female,USA,Illinois,Chicago,Admin,Low,High School,Intermediate,History,65,Easy,70,63,Yes
Student_520,15,Male,India,Karnataka,Bangalore,Admin,Middle,High School,Intermediate,History,233,Medium,93,71,Yes
Student_521,8,Female,Canada,British Columbia,Vancouver,Artist,Low,Elementary,Beginner,Science,234,Medium,111,84,Yes
Student_522,15,Female,UK,Wales,Cardiff,Engineer,High,High School,Advanced,Computer Science,177,Hard,104,68,Yes
Student_523,6,Male,Canada,Ontario,Ottawa,Unemployed,Middle,Elementary,Intermediate,Art,88,Easy,94,70,Yes
Student_524,13,Female,USA,Florida,Miami,Engineer,Middle,Middle School,Intermediate,Literature,156,Medium,83,75,Yes
Student_525,10,Female,UK,Wales,Cardiff,Admin,Low,Elementary,Advanced,Art,104,Medium,105,71,Yes
Student_526,9,Male,India,Karnataka,Bangalore,Other,Middle,Elementary,Intermediate,Literature,30,Medium,85,72,Yes
Student_527,13,Male,UK,England,London,Business Owner,Middle,Middle School,Beginner,Music,88,Medium,103,70,Yes
Student_528,12,Male,UK,Wales,Cardiff,Teacher,Middle,Middle School,Intermediate,Literature,118,Medium,102,61,Yes
Student_529,7,Female,Australia,Queensland,Brisbane,Admin,Low,Elementary,Intermediate,Math,110,Hard,102,39,No
Student_530,6,Other,UK,Scotland,Glasgow,Unemployed,Low,Elementary,Advanced,Literature,213,Hard,90,53,Yes
Student_531,17,Female,UK,Wales,Cardiff,Business Owner,Middle,High School,Beginner,Literature,235,Hard,130,67,Yes
Student_532,16,Male,Canada,British Columbia,Victoria,Other,High,High School,Advanced,Science,178,Hard,105,73,Yes
Student_533,9,Female,India,Tamil Nadu,Coimbatore,Engineer,Low,Elementary,Intermediate,History,180,Medium,95,65,Yes
Student_534,13,Female,Canada,British Columbia,Vancouver,Business Owner,Middle,Middle School,Intermediate,Art,186,Hard,103,54,Yes
Student_535,17,Male,Canada,Quebec,Quebec City,Admin,Low,High School,Advanced,Art,113,Medium,88,66,Yes
Student_536,7,Male,USA,Illinois,Chicago,Unemployed,Middle,Elementary,Advanced,Music,193,Medium,94,64,Yes
Student_537,8,Female,Canada,Quebec,Quebec City,Teacher,Low,Elementary,Advanced,Music,184,Medium,135,88,Yes
Student_538,17,Male,Australia,NSW,Sydney,Unemployed,Low,High School,Beginner,Literature,134,Medium,88,72,Yes
Student_539,6,Female,Australia,NSW,Sydney,Service Worker,Middle,Elementary,Intermediate,Computer Science,239,Easy,98,86,Yes
Student_540,6,Male,USA,Texas,Dallas,Artist,Low,Elementary,Advanced,Art,207,Hard,93,48,No
Student_541,8,Male,India,Maharashtra,Pune,Engineer,Middle,Elementary,Intermediate,Music,50,Medium,84,63,Yes
Student_542,16,Male,India,Maharashtra,Nagpur,Unemployed,Middle,High School,Beginner,Literature,30,Easy,106,72,Yes
Student_543,10,Male,Canada,Ontario,Ottawa,Teacher,Low,Elementary,Beginner,Music,106,Medium,100,61,Yes
Student_544,17,Female,Canada,Quebec,Quebec City,Doctor,Middle,High School,Beginner,Math,140,Easy,113,64,Yes
Student_545,8,Male,Canada,British Columbia,Vancouver,Teacher,Middle,Elementary,Beginner,Math,149,Easy,112,80,Yes
Student_546,6,Female,India,Delhi,Delhi,Unemployed,Low,Elementary,Intermediate,Music,124,Easy,113,89,Yes
Student_547,6,Female,UK,Scotland,Glasgow,Service Worker,Middle,Elementary,Beginner,Math,46,Medium,86,42,No
Student_548,13,Female,Australia,Western Australia,Perth,Admin,Middle,Middle School,Beginner,Music,21,Medium,109,62,Yes
Student_549,15,Male,UK,Scotland,Glasgow,Teacher,Middle,High School,Advanced,Literature,122,Medium,109,75,Yes
Student_550,16,Female,UK,Scotland,Glasgow,Service Worker,Low,High School,Beginner,Science,120,Medium,84,75,Yes
Student_551,17,Female,India,Delhi,Delhi,Service Worker,Low,High School,Advanced,Computer Science,40,Medium,95,63,Yes
Student_552,17,Male,UK,England,Birmingham,Unemployed,Low,High School,Beginner,Literature,77,Medium,78,78,Yes
Student_553,7,Male,USA,Florida,Orlando,Other,Middle,Elementary,Beginner,Science,152,Medium,110,61,Yes
Student_554,8,Female,Canada,Alberta,Edmonton,Engineer,Middle,Elementary,Advanced,Science,199,Medium,109,62,Yes
Student_555,7,Other,USA,Florida,Miami,Service Worker,Middle,Elementary,Beginner,Art,192,Easy,121,94,Yes
Student_556,8,Male,Australia,Victoria,Melbourne,Engineer,Low,Elementary,Intermediate,Literature,104,Easy,96,55,Yes
Student_557,12,Female,Canada,Quebec,Montreal,Business Owner,Low,Middle School,Intermediate,Literature,112,Medium,106,76,Yes
Student_558,6,Female,UK,Wales,Cardiff,Teacher,Middle,Elementary,Beginner,Music,39,Medium,114,69,Yes
Student_559,15,Female,Australia,Queensland,Brisbane,Doctor,Middle,High School,Intermediate,Science,80,Easy,88,63,Yes
Student_560,13,Other,Canada,Alberta,Edmonton,Doctor,Low,Middle School,Advanced,Science,57,Easy,86,65,Yes
Student_561,15,Female,UK,Northern Ireland,Belfast,Service Worker,Middle,High School,Beginner,Science,167,Hard,89,55,Yes
Student_562,15,Male,USA,Florida,Orlando,Doctor,Low,High School,Beginner,Music,44,Hard,94,58,Yes
Student_563,15,Male,Canada,British Columbia,Vancouver,Admin,Middle,High School,Advanced,Art,149,Medium,86,68,Yes
Student_564,7,Male,UK,Northern Ireland,Belfast,Artist,Middle,Elementary,Advanced,Literature,140,Medium,89,65,Yes
Student_565,8,Female,USA,California,Los Angeles,Engineer,Low,Elementary,Advanced,Science,179,Medium,113,73,Yes
Student_566,14,Female,Australia,Queensland,Brisbane,Admin,Low,Middle School,Beginner,Math,45,Hard,98,64,Yes
Student_567,12,Male,Australia,NSW,Sydney,Teacher,Middle,Middle School,Advanced,Literature,217,Hard,104,85,Yes
Student_568,9,Female,Australia,Western Australia,Perth,Business Owner,Low,Elementary,Advanced,Music,188,Easy,91,75,Yes
Student_569,15,Female,Australia,Victoria,Melbourne,Service Worker,Middle,High School,Intermediate,Art,86,Hard,90,68,Yes
Student_570,10,Female,India,Maharashtra,Mumbai,Doctor,Middle,Elementary,Intermediate,Math,20,Easy,104,64,Yes
Student_571,7,Male,Canada,British Columbia,Victoria,Engineer,Middle,Elementary,Beginner,Music,70,Easy,101,63,Yes
Student_572,16,Female,Canada,Ontario,Ottawa,Doctor,Middle,High School,Intermediate,History,24,Medium,111,73,Yes
Student_573,13,Male,India,Delhi,Delhi,Other,Middle,Middle School,Intermediate,Literature,32,Medium,119,70,Yes
Student_574,9,Male,UK,England,Birmingham,Service Worker,Low,Elementary,Advanced,History,166,Hard,89,74,Yes
Student_575,14,Male,UK,Scotland,Edinburgh,Service Worker,Middle,Middle School,Advanced,Music,159,Easy,112,92,Yes
Student_576,10,Male,Australia,NSW,Sydney,Service Worker,Middle,Elementary,Intermediate,Music,67,Medium,83,70,Yes
Student_577,14,Male,USA,New York,New York City,Teacher,Middle,Middle School,Intermediate,Music,172,Hard,131,84,Yes
Student_578,9,Female,UK,Northern Ireland,Belfast,Artist,Low,Elementary,Intermediate,Science,76,Hard,88,33,No
Student_579,15,Male,USA,Florida,Orlando,Admin,Low,High School,Beginner,Art,134,Easy,110,83,Yes
Student_580,10,Female,Canada,Quebec,Quebec City,Engineer,High,Elementary,Beginner,Science,54,Medium,83,70,Yes
Student_581,14,Male,USA,New York,New York City,Teacher,Low,Middle School,Beginner,Art,95,Medium,97,59,Yes
Student_582,13,Female,Canada,Alberta,Calgary,Teacher,High,Middle School,Intermediate,Computer Science,113,Easy,123,83,Yes
Student_583,8,Other,India,Tamil Nadu,Chennai,Business Owner,High,Elementary,Intermediate,Science,24,Hard,87,49,No
Student_584,6,Male,India,Uttar Pradesh,Kanpur,Other,Middle,Elementary,Beginner,History,41,Hard,133,80,Yes
Student_585,8,Male,Australia,Western Australia,Perth,Engineer,Middle,Elementary,Beginner,Art,122,Easy,99,68,Yes
Student_586,9,Male,UK,Northern Ireland,Belfast,Business Owner,Middle,Elementary,Intermediate,Science,224,Easy,114,79,Yes
Student_587,7,Female,Australia,NSW,Sydney,Teacher,Middle,Elementary,Advanced,Literature,204,Easy,106,78,Yes
Student_588,6,Female,Canada,Quebec,Quebec City,Other,Low,Elementary,Beginner,Music,194,Hard,106,89,Yes
Student_589,12,Male,Australia,Victoria,Melbourne,Engineer,Middle,Middle School,Intermediate,Art,201,Easy,78,81,Yes
Student_590,13,Female,USA,Texas,Houston,Artist,Middle,Middle School,Intermediate,Art,150,Medium,92,83,Yes
Student_591,12,Male,Canada,Quebec,Quebec City,Admin,Middle,Middle School,Advanced,Science,143,Medium,117,63,Yes
Student_592,10,Male,India,Karnataka,Bangalore,Admin,Middle,Elementary,Intermediate,Computer Science,72,Medium,94,57,Yes
Student_593,17,Female,UK,Northern Ireland,Belfast,Artist,Low,High School,Intermediate,Science,231,Easy,102,93,Yes
Student_594,6,Male,Canada,Alberta,Edmonton,Doctor,Middle,Elementary,Beginner,History,178,Easy,76,58,Yes
Student_595,12,Female,Canada,Quebec,Montreal,Artist,Middle,Middle School,Beginner,History,88,Hard,91,56,Yes
Student_596,12,Male,USA,California,San Francisco,Teacher,Low,Middle School,Advanced,Art,235,Hard,116,93,Yes
Student_597,14,Other,UK,England,Manchester,Teacher,High,Middle School,Advanced,Art,123,Medium,80,57,Yes
Student_598,8,Male,India,Uttar Pradesh,Lucknow,Business Owner,Middle,Elementary,Intermediate,Science,180,Easy,110,67,Yes
Student_599,14,Male,Canada,Alberta,Edmonton,Teacher,Middle,Middle School,Beginner,History,219,Medium,102,77,Yes
Student_600,6,Female,Canada,Alberta,Calgary,Teacher,Middle,Elementary,Advanced,History,235,Medium,96,61,Yes
Student_601,6,Male,USA,California,San Diego,Service Worker,Middle,Elementary,Advanced,Computer Science,197,Easy,95,88,Yes
Student_602,9,Other,Australia,NSW,Sydney,Other,Low,Elementary,Advanced,Literature,231,Hard,92,62,Yes
Student_603,14,Female,India,Tamil Nadu,Chennai,Service Worker,Middle,Middle School,Intermediate,Computer Science,35,Medium,93,56,Yes
Student_604,11,Female,UK,Northern Ireland,Belfast,Engineer,Low,Middle School,Beginner,Math,135,Easy,113,81,Yes
Student_605,16,Female,Canada,Alberta,Calgary,Engineer,Middle,High School,Advanced,Music,95,Hard,93,59,Yes
Student_606,8,Female,Canada,Ontario,Ottawa,Other,High,Elementary,Beginner,Computer Science,224,Hard,127,81,Yes
Student_607,6,Female,India,Tamil Nadu,Chennai,Teacher,Low,Elementary,Advanced,Science,128,Easy,104,82,Yes
Student_608,9,Female,Australia,NSW,Sydney,Engineer,Low,Elementary,Advanced,Literature,58,Medium,91,63,Yes
Student_609,17,Female,Canada,Ontario,Ottawa,Service Worker,Middle,High School,Beginner,Science,108,Medium,114,65,Yes
Student_610,14,Male,India,Maharashtra,Nagpur,Service Worker,Low,Middle School,Beginner,Music,193,Medium,109,83,Yes
Student_611,8,Male,USA,New York,Buffalo,Service Worker,Middle,Elementary,Beginner,Math,235,Easy,75,69,Yes
Student_612,17,Female,Australia,NSW,Sydney,Teacher,Low,High School,Intermediate,Literature,131,Medium,84,60,Yes
Student_613,14,Male,UK,Scotland,Glasgow,Engineer,Low,Middle School,Advanced,Art,66,Hard,98,64,Yes
Student_614,12,Female,Canada,British Columbia,Victoria,Other,High,Middle School,Intermediate,History,191,Medium,76,52,Yes
Student_615,17,Male,India,Maharashtra,Pune,Teacher,Middle,High School,Beginner,Computer Science,156,Easy,131,90,Yes
Student_616,9,Male,USA,Florida,Miami,Service Worker,Middle,Elementary,Advanced,Science,234,Medium,112,82,Yes
Student_617,8,Female,UK,Wales,Cardiff,Admin,Low,Elementary,Intermediate,Math,147,Medium,99,81,Yes
Student_618,15,Female,India,Delhi,Delhi,Service Worker,Middle,High School,Advanced,History,197,Hard,94,64,Yes
Student_619,10,Male,India,Uttar Pradesh,Kanpur,Doctor,Middle,Elementary,Intermediate,Computer Science,96,Medium,91,78,Yes
Student_620,10,Female,UK,Northern Ireland,Belfast,Teacher,Middle,Elementary,Beginner,History,207,Easy,70,76,Yes
Student_621,8,Female,USA,Texas,Dallas,Service Worker,Middle,Elementary,Intermediate,Computer Science,34,Easy,74,64,Yes
Student_622,17,Male,USA,Texas,Austin,Unemployed,Middle,High School,Advanced,Art,55,Medium,128,91,Yes
Student_623,14,Female,Australia,Victoria,Melbourne,Other,Middle,Middle School,Advanced,Literature,82,Easy,123,82,Yes
Student_624,9,Male,Canada,Alberta,Edmonton,Engineer,Low,Elementary,Advanced,History,88,Medium,91,63,Yes
Student_625,16,Male,UK,Northern Ireland,Belfast,Teacher,Middle,High School,Advanced,History,233,Easy,113,87,Yes
Student_626,10,Other,UK,Northern Ireland,Belfast,Other,Low,Elementary,Beginner,History,227,Medium,107,74,Yes
Student_627,9,Male,UK,England,Manchester,Admin,Middle,Elementary,Intermediate,Literature,188,Medium,109,80,Yes
Student_628,10,Female,USA,California,San Diego,Unemployed,Low,Elementary,Beginner,Math,93,Hard,78,69,Yes
Student_629,12,Female,Canada,Quebec,Quebec City,Teacher,Middle,Middle School,Beginner,Computer Science,43,Hard,72,54,Yes
Student_630,14,Male,Australia,Western Australia,Perth,Service Worker,Middle,Middle School,Beginner,Art,229,Easy,117,87,Yes
Student_631,12,Female,India,Delhi,Delhi,Admin,Low,Middle School,Advanced,History,68,Medium,70,66,Yes
Student_632,10,Female,India,Delhi,Delhi,Service Worker,Low,Elementary,Advanced,Music,165,Easy,97,87,Yes
Student_633,15,Male,UK,England,London,Artist,Low,High School,Advanced,Literature,26,Medium,94,61,Yes
Student_634,15,Female,Canada,British Columbia,Victoria,Engineer,Middle,High School,Intermediate,Math,23,Medium,93,65,Yes
Student_635,12,Female,USA,Illinois,Chicago,Service Worker,Middle,Middle School,Advanced,Computer Science,109,Hard,104,73,Yes
Student_636,15,Female,Canada,British Columbia,Victoria,Teacher,Low,High School,Intermediate,Literature,216,Hard,89,70,Yes
Student_637,10,Female,Canada,British Columbia,Vancouver,Business Owner,Middle,Elementary,Advanced,Art,79,Medium,105,56,Yes
Student_638,8,Male,USA,Illinois,Chicago,Other,Low,Elementary,Advanced,Art,74,Medium,102,77,Yes
Student_639,12,Female,UK,Wales,Cardiff,Artist,Middle,Middle School,Beginner,Computer Science,35,Hard,131,75,Yes
Student_640,16,Female,Canada,Ontario,Ottawa,Unemployed,High,High School,Beginner,History,237,Hard,79,70,Yes
Student_641,16,Female,India,Delhi,Delhi,Teacher,Low,High School,Beginner,Art,229,Easy,100,72,Yes
Student_642,7,Female,USA,Texas,Austin,Service Worker,Middle,Elementary,Intermediate,Math,48,Medium,106,70,Yes
Student_643,17,Female,Australia,Western Australia,Perth,Other,Low,High School,Intermediate,Literature,170,Medium,96,79,Yes
Student_644,14,Female,UK,England,Birmingham,Engineer,Low,Middle School,Advanced,Math,33,Easy,79,58,Yes
Student_645,15,Female,USA,Illinois,Chicago,Engineer,Low,High School,Intermediate,History,98,Easy,118,75,Yes
Student_646,15,Female,Australia,Queensland,Brisbane,Business Owner,Low,High School,Advanced,Math,196,Easy,105,88,Yes
Student_647,17,Female,Australia,Western Australia,Perth,Engineer,Middle,High School,Intermediate,Math,52,Medium,80,56,Yes
Student_648,6,Female,Canada,Quebec,Quebec City,Admin,Middle,Elementary,Intermediate,Science,172,Easy,106,79,Yes
Student_649,11,Female,Canada,British Columbia,Vancouver,Other,Middle,Middle School,Intermediate,Math,40,Easy,125,71,Yes
Student_650,12,Male,Canada,Quebec,Quebec City,Business Owner,Low,Middle School,Beginner,Computer Science,164,Easy,99,92,Yes
Student_651,13,Male,USA,Illinois,Chicago,Teacher,Low,Middle School,Intermediate,Literature,42,Hard,99,66,Yes
Student_652,15,Male,USA,Illinois,Chicago,Business Owner,Middle,High School,Beginner,Science,76,Hard,123,69,Yes
Student_653,14,Female,UK,Northern Ireland,Belfast,Admin,High,Middle School,Beginner,Literature,228,Medium,85,68,Yes
Student_654,7,Female,Canada,Quebec,Montreal,Engineer,Low,Elementary,Intermediate,Literature,205,Medium,125,73,Yes
Student_655,16,Female,Australia,Victoria,Melbourne,Service Worker,Middle,High School,Advanced,History,161,Hard,114,71,Yes
Student_656,15,Male,India,Uttar Pradesh,Kanpur,Service Worker,Middle,High School,Advanced,History,112,Easy,86,77,Yes
Student_657,7,Female,UK,Northern Ireland,Belfast,Service Worker,Middle,Elementary,Advanced,Science,39,Easy,89,62,Yes
Student_658,10,Male,USA,Texas,Austin,Teacher,Middle,Elementary,Intermediate,Art,177,Easy,92,77,Yes
Student_659,10,Male,UK,Scotland,Glasgow,Admin,Low,Elementary,Advanced,Music,38,Easy,72,61,Yes
Student_660,11,Female,UK,Wales,Cardiff,Engineer,Low,Middle School,Beginner,History,200,Medium,103,87,Yes
Student_661,8,Female,UK,Scotland,Glasgow,Teacher,Middle,Elementary,Advanced,Music,122,Hard,86,57,Yes
Student_662,13,Male,UK,Northern Ireland,Belfast,Unemployed,Low,Middle School,Intermediate,History,203,Medium,104,83,Yes
Student_663,6,Male,India,Tamil Nadu,Chennai,Admin,High,Elementary,Advanced,History,96,Medium,80,75,Yes
Student_664,11,Male,Canada,Ontario,Toronto,Engineer,Middle,Middle School,Beginner,Literature,229,Hard,113,72,Yes
Student_665,9,Male,Australia,Queensland,Brisbane,Teacher,Low,Elementary,Intermediate,Science,170,Easy,111,77,Yes
Student_666,6,Female,UK,Scotland,Glasgow,Teacher,Middle,Elementary,Advanced,Literature,209,Easy,89,85,Yes
Student_667,12,Male,UK,England,Birmingham,Teacher,Low,Middle School,Intermediate,Computer Science,52,Medium,105,55,Yes
Student_668,14,Female,UK,England,London,Teacher,Middle,Middle School,Intermediate,Literature,37,Medium,101,71,Yes
Student_669,9,Female,Canada,Ontario,Toronto,Engineer,Middle,Elementary,Intermediate,Music,92,Easy,122,69,Yes
Student_670,9,Male,USA,Illinois,Chicago,Business Owner,High,Elementary,Advanced,Music,180,Medium,84,79,Yes
Student_671,11,Male,USA,California,San Francisco,Admin,Middle,Middle School,Intermediate,Computer Science,179,Medium,97,71,Yes
Student_672,17,Male,India,Uttar Pradesh,Lucknow,Service Worker,Middle,High School,Advanced,Math,208,Medium,90,72,Yes
Student_673,8,Male,USA,California,San Diego,Service Worker,Middle,Elementary,Beginner,Math,201,Medium,100,69,Yes
Student_674,17,Male,UK,Wales,Cardiff,Engineer,High,High School,Advanced,Computer Science,36,Medium,107,56,Yes
Student_675,11,Female,UK,Northern Ireland,Belfast,Other,Low,Middle School,Beginner,Computer Science,38,Easy,90,79,Yes
Student_676,12,Male,UK,Scotland,Edinburgh,Unemployed,Low,Middle School,Advanced,Literature,238,Medium,94,74,Yes
Student_677,16,Other,India,Tamil Nadu,Coimbatore,Unemployed,Low,High School,Intermediate,Computer Science,89,Easy,114,100,Yes
Student_678,15,Male,UK,Wales,Cardiff,Unemployed,Low,High School,Advanced,Science,139,Hard,120,66,Yes
Student_679,15,Female,USA,California,San Diego,Other,Middle,High School,Intermediate,Math,120,Medium,107,68,Yes
Student_680,8,Female,Canada,Alberta,Calgary,Business Owner,Middle,Elementary,Beginner,Math,53,Medium,97,60,Yes
Student_681,12,Female,Canada,Ontario,Ottawa,Teacher,Middle,Middle School,Advanced,Art,103,Medium,96,68,Yes
Student_682,8,Female,Australia,Queensland,Brisbane,Service Worker,Low,Elementary,Intermediate,Computer Science,172,Medium,108,89,Yes
Student_683,7,Female,USA,California,San Francisco,Admin,Middle,Elementary,Beginner,History,215,Medium,103,85,Yes
Student_684,17,Female,UK,Scotland,Glasgow,Admin,Low,High School,Beginner,History,93,Hard,75,45,No
Student_685,15,Female,Canada,Quebec,Montreal,Business Owner,Middle,High School,Advanced,Computer Science,221,Hard,108,83,Yes
Student_686,9,Female,USA,Illinois,Chicago,Engineer,Middle,Elementary,Beginner,Science,107,Medium,87,72,Yes
Student_687,17,Male,Canada,Alberta,Calgary,Doctor,Low,High School,Intermediate,History,104,Easy,78,72,Yes
Student_688,13,Male,UK,England,Manchester,Other,Low,Middle School,Beginner,Art,30,Medium,74,53,Yes
Student_689,14,Female,Canada,Ontario,Toronto,Service Worker,Low,Middle School,Beginner,Music,110,Medium,96,64,Yes
Student_690,12,Female,Australia,Western Australia,Perth,Business Owner,Middle,Middle School,Intermediate,Computer Science,163,Easy,84,74,Yes
Student_691,6,Female,Australia,Western Australia,Perth,Teacher,High,Elementary,Beginner,Science,237,Easy,70,68,Yes
Student_692,8,Female,Canada,Alberta,Calgary,Doctor,Middle,Elementary,Beginner,Science,208,Hard,94,79,Yes
Student_693,17,Other,USA,Illinois,Chicago,Unemployed,Low,High School,Beginner,Literature,146,Easy,92,70,Yes
Student_694,14,Male,USA,Florida,Miami,Service Worker,Middle,Middle School,Beginner,Science,132,Medium,97,55,Yes
Student_695,17,Male,USA,Illinois,Chicago,Admin,Middle,High School,Intermediate,History,99,Medium,90,57,Yes
Student_696,6,Male,Canada,British Columbia,Vancouver,Business Owner,Middle,Elementary,Beginner,Music,26,Medium,127,64,Yes
Student_697,14,Male,USA,California,San Diego,Service Worker,Low,Middle School,Intermediate,History,35,Easy,107,72,Yes
Student_698,13,Female,UK,England,Manchester,Teacher,Low,Middle School,Beginner,Computer Science,35,Hard,92,61,Yes
